ticker,yf_symbol,yf_suffix,isin,name,type,domicile,dist_policy,replication,strategy,ter,fund_size_eur,country,sector,currency
PTXKY,PTXKY,,,PT XL Axiata Tbk,Stock,Indonesia,,,,,,Indonesia,Communication Services,USD
PTXLF,PTXLF,,,PTT Exploration and Production Public Company Limited,Stock,Thailand,,,,,,Thailand,Energy,USD
PTY,PTY,,,PIMCO Corporate & Income Opportunity Fund,Stock,United States,,,,,,United States,Financials,USD
PUBC,PUBC,,,PureBase Corporation,Stock,United States,,,,,,United States,Materials,USD
PUBGY,PUBGY.PA,.PA,,Publicis Groupe S.A.,Stock,France,,,,,,France,Communication Services,USD
PUBM,PUBM,,,"PubMatic, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
PUCCF,PUCCF.TO,.TO,,Pancontinental Resources Corporation,Stock,Canada,,,,,,Canada,Materials,USD
PUCK,PUCK,,,Goal Acquisitions Corp.,Stock,United States,,,,,,United States,Financials,USD
PUCKU,PUCKU,,,Goal Acquisitions Corp.,Stock,United States,,,,,,United States,Financials,USD
PUCKW,PUCKW,,,Goal Acquisitions Corp.,Stock,United States,,,,,,United States,Financials,USD
PUDA,PUDA.SS,.SS,,"Puda Coal, Inc.",Stock,China,,,,,,China,Materials,USD
PUGE,PUGE,,,"Puget Technologies, Inc.",Stock,United States,,,,,,United States,Financials,USD
PUK,PUK.L,.L,,Prudential plc,Stock,United Kingdom,,,,,,United Kingdom,Financials,USD
PUKPF,PUKPF.L,.L,,Prudential plc,Stock,United Kingdom,,,,,,United Kingdom,Financials,USD
PULM,PULM,,,"Pulmatrix, Inc.",Stock,United States,,,,,,United States,Health Care,USD
PUMD,PUMD,,,ProUroCare Medical Inc.,Stock,United States,,,,,,United States,Health Care,USD
PUMGF,PUMGF.TO,.TO,,Purepoint Uranium Group Inc.,Stock,Canada,,,,,,Canada,Materials,USD
PUMP,PUMP,,,ProPetro Holding Corp.,Stock,United States,,,,,,United States,Energy,USD
PUMSY,PUMSY.DE,.DE,,PUMA SE,Stock,Germany,,,,,,Germany,Consumer Discretionary,USD
PUODY,PUODY.MX,.MX,,"Promotora y Operadora de Infraestructura, S. A. B. de C. V.",Stock,Mexico,,,,,,Mexico,Industrials,USD
PUPOF,PUPOF,,,Public Power Corporation S.A.,Stock,Greece,,,,,,Greece,Utilities,USD
PUPS,PUPS,,,"Pick-Ups Plus, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
PURA,PURA,,,"Puration, Inc.",Stock,United States,,,,,,United States,Industrials,USD
PURE,PURE,,,"PURE Bioscience, Inc.",Stock,United States,,,,,,United States,Consumer Staples,USD
PURR,PURR,,,Hyperliquid Strategies Inc Common Stock,Stock,United States,,,,,,United States,Health Care,USD
PURT,PURT,,,Purthanol Resources Limited,Stock,United States,,,,,,United States,Consumer Staples,USD
PURXF,PURXF.TO,.TO,,Pure Extraction Corp.,Stock,Canada,,,,,,Canada,Industrials,USD
PURY,PURY,,,PureRay Corporation,Stock,United States,,,,,,United States,Industrials,USD
PUSOF,PUSOF.TO,.TO,,Pushfor Investments Inc.,Stock,Canada,,,,,,Canada,Information Technology,USD
PUTKF,PUTKF,,,PT United Tractors Tbk,Stock,Indonesia,,,,,,Indonesia,Industrials,USD
PUTKY,PUTKY,,,PT United Tractors Tbk,Stock,Indonesia,,,,,,Indonesia,Industrials,USD
PUXPF,PUXPF.TO,.TO,,Puma Exploration Inc.,Stock,Canada,,,,,,Canada,Materials,USD
PUYI,PUYI.SS,.SS,,Puyi Inc.,Stock,China,,,,,,China,Financials,USD
PV,PV.HK,.HK,,Primavera Capital Acquisition C,Stock,Hong Kong,,,,,,Hong Kong,Financials,USD
PVAC,PVAC,,,Penn Virginia Corporation,Stock,United States,,,,,,United States,Energy,USD
PVBC,PVBC,,,"Provident Bancorp, Inc.",Stock,United States,,,,,,United States,Financials,USD
PVBK,PVBK,,,Pacific Valley Bank,Stock,United States,,,,,,United States,Financials,USD
PVCT,PVCT,,,"Provectus Biopharmaceuticals, Inc.",Stock,United States,,,,,,United States,Health Care,USD
PVDG,PVDG,,,"VirExit Technologies, Inc.",Stock,United States,,,,,,United States,Utilities,USD
PVDRF,PVDRF,,,Providence Resources P.l.c.,Stock,Ireland,,,,,,Ireland,Energy,USD
PVEG,PVEG.HK,.HK,,"Pacific Vegas Global Strategies, Inc.",Stock,Hong Kong,,,,,,Hong Kong,Financials,USD
PVEN,PVEN.WA,.WA,,"Press Ventures, Inc.",Stock,Poland,,,,,,Poland,Industrials,USD
PVG,PVG.TO,.TO,,Pretium Resources Inc.,Stock,Canada,,,,,,Canada,Materials,USD
PVGDF,PVGDF.TO,.TO,,Provenance Gold Corp.,Stock,Canada,,,,,,Canada,Materials,USD
PVH,PVH,,,PVH Corp.,Stock,United States,,,,,,United States,Consumer Discretionary,USD
PVHO,PVHO,,,"Provision Holding, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
PVL,PVL,,,Permianville Royalty Trust,Stock,United States,,,,,,United States,Energy,USD
PVLA,PVLA,,,Palvella Therapeutics Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
PVLTF,PVLTF.HK,.HK,,"Beijing Energy International Holding Co., Ltd.",Stock,Hong Kong,,,,,,Hong Kong,Utilities,USD
PVMCF,PVMCF.TO,.TO,,Pine Valley Mining Corporation,Stock,Canada,,,,,,Canada,Materials,USD
PVNNF,PVNNF.TA,.TA,,P.V. Nano Cell Ltd.,Stock,Israel,,,,,,Israel,Materials,USD
PVNO,PVNO,,,"ProVision Operation Systems, Inc.",Stock,United States,,,,,,United States,Industrials,USD
PVRS,PVRS,,,"Providence Resources, Inc.",Stock,United States,,,,,,United States,Energy,USD
PVSP,PVSP,,,Pervasip Corporation,Stock,United States,,,,,,United States,Communication Services,USD
PVTTF,PVTTF.TO,.TO,,Pivotal Therapeutics Inc.,Stock,Canada,,,,,,Canada,Health Care,USD
PVVLF,PVVLF.TO,.TO,,Partners Value Investments LP,Stock,Canada,,,,,,Canada,Financials,USD
PW,PW,,,Power REIT,Stock,United States,,,,,,United States,Real Estate,USD
PWBO,PWBO,,,Pacific West Bank,Stock,United States,,,,,,United States,Financials,USD
PWCDF,PWCDF.TO,.TO,,Power Corporation of Canada,Stock,Canada,,,,,,Canada,Financials,USD
PWCO,PWCO,,,"PwrCor, Inc.",Stock,United States,,,,,,United States,Utilities,USD
PWCRF,PWCRF.TO,.TO,,Pacific Wildcat Resources Corp.,Stock,Canada,,,,,,Canada,Materials,USD
PWEI,PWEI,,,PacWest Equities Inc.,Stock,United States,,,,,,United States,Consumer Staples,USD
PWFL,PWFL,,,"PowerFleet, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
PWLK,PWLK,,,Powerlock International Corp.,Stock,United States,,,,,,United States,Industrials,USD
PWM,PWM.HK,.HK,,Prestige Wealth Inc. Ordinary Shares,Stock,Hong Kong,,,,,,Hong Kong,Materials,USD
PWNX,PWNX,,,Powerlinx Inc.,Stock,United States,,,,,,United States,Information Technology,USD
PWOD,PWOD,,,"Penns Woods Bancorp, Inc.",Stock,United States,,,,,,United States,Financials,USD
PWP,PWP,,,Perella Weinberg Partners Class A Common Stock,Stock,United States,,,,,,United States,Financials,USD
PWR,PWR,,,"Quanta Services, Inc.",Stock,United States,,,,,,United States,Industrials,USD
PWRMF,PWRMF.TO,.TO,,Power Metals Corp.,Stock,Canada,,,,,,Canada,Materials,USD
PWSC,PWSC,,,PowerSchool Holdings Inc. Class A Common Stock,Stock,United States,,,,,,United States,Information Technology,USD
PWUP,PWUP,,,PowerUp Acquisition Corp. Class A Ordinary Shares,Stock,United States,,,,,,United States,Financials,USD
PWUPU,PWUPU,,,PowerUp Acquisition Corp. Unit,Stock,United States,,,,,,United States,Financials,USD
PWUPW,PWUPW,,,PowerUp Acquisition Corp. Warrant,Stock,United States,,,,,,United States,Financials,USD
PWVI,PWVI,,,"374Water, Inc.",Stock,United States,,,,,,United States,Industrials,USD
PWWBF,PWWBF.TO,.TO,,PowerBand Solutions Inc.,Stock,Canada,,,,,,Canada,Information Technology,USD
PX,PX,,,P10 Inc. Class A Common Stock,Stock,United States,,,,,,United States,Financials,USD
PXAMF,PXAMF.L,.L,,Location Sciences Group PLC,Stock,United Kingdom,,,,,,United Kingdom,Information Technology,USD
PXCE,PXCE.TO,.TO,,"Pax Clean Energy, Inc.",Stock,Canada,,,,,,Canada,Energy,USD
PXCLF,PXCLF,,,Phoenix Copper Limited,Stock,British Virgin Islands,,,,,,British Virgin Islands,Materials,USD
PXD,PXD,,,one,Stock,United States,,,,,,United States,Financials,USD
PXDT,PXDT.T,.T,,Pixie Dust Technologies Inc. American Depositary Shares,Stock,Japan,,,,,,Japan,Materials,USD
PXED,PXED,,,Phoenix Education Partners Inc. Common Stock,Stock,,,,,,,,Consumer Staples,USD
PXFG,PXFG,,,"Phoenix Footwear Group, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
PXGYF,PXGYF.HK,.HK,,PAX Global Technology Limited,Stock,Hong Kong,,,,,,Hong Kong,Industrials,USD
PXHI,PXHI,,,one,Stock,United States,,,,,,United States,Financials,USD
PXLW,PXLW,,,"Pixelworks, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
PXMBF,PXMBF.ST,.ST,,Paxman AB (publ),Stock,Sweden,,,,,,Sweden,Health Care,USD
PXMD,PXMD,,,PaxMedica Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
PXMFF,PXMFF,,,Philex Mining Corporation,Stock,Philippines,,,,,,Philippines,Materials,USD
PXPHF,PXPHF.OL,.OL,,Pexip Holding ASA,Stock,Norway,,,,,,Norway,Information Technology,USD
PXPP,PXPP.TO,.TO,,Phoenix Apps Inc.,Stock,Canada,,,,,,Canada,Information Technology,USD
PXRB,PXRB,,,PixarBio Corporation,Stock,United States,,,,,,United States,Health Care,USD
PXS,PXS,,,Pyxis Tankers Inc.,Stock,Greece,,,,,,Greece,Industrials,USD
PXSAP,PXSAP,,,Pyxis Tankers Inc.,Stock,Greece,,,,,,Greece,Industrials,USD
PXSAW,PXSAW,,,Pyxis Tankers Inc.,Stock,Greece,,,,,,Greece,Industrials,USD
PXSLY,PXSLY.AX,.AX,,Pharmaxis Ltd,Stock,Australia,,,,,,Australia,Health Care,USD
PXXLF,PXXLF.PA,.PA,,Poxel S.A.,Stock,France,,,,,,France,Health Care,USD
PXXXF,PXXXF.AX,.AX,,PolarX Limited,Stock,Australia,,,,,,Australia,Materials,USD
PXYN,PXYN,,,Praxsyn Corporation,Stock,United States,,,,,,United States,Health Care,USD
PYBX,PYBX.TO,.TO,,Hydro Power Technologies Inc.,Stock,Canada,,,,,,Canada,Industrials,USD
PYCFF,PYCFF.TO,.TO,,Mount Logan Capital Inc.,Stock,Canada,,,,,,Canada,Financials,USD
PYCR,PYCR,,,Paycor HCM Inc. Common Stock,Stock,United States,,,,,,United States,Information Technology,USD
PYCT,PYCT,,,"PayChest, Inc.",Stock,United States,,,,,,United States,Consumer Staples,USD
PYDPF,PYDPF,,,"Pyramid Petroleum, Inc.",Stock,United States,,,,,,United States,Energy,USD
PYHOF,PYHOF.HK,.HK,,Playmates Holdings Limited,Stock,Hong Kong,,,,,,Hong Kong,Consumer Discretionary,USD
PYN,PYN,,,PIMCO New York Municipal Income Fund,Stock,United States,,,,,,United States,Financials,USD
PYNKF,PYNKF.TO,.TO,,"Perimeter Medical Imaging AI, Inc.",Stock,Canada,,,,,,Canada,Health Care,USD
PYOIF,PYOIF.MX,.MX,,"Promotora y Operadora de Infraestructura, S. A. B. de C. V.",Stock,Mexico,,,,,,Mexico,Industrials,USD
PYPD,PYPD.TA,.TA,,PolyPid Ltd.,Stock,Israel,,,,,,Israel,Health Care,USD
PYPL,PYPL,,,"PayPal Holdings, Inc.",Stock,United States,,,,,,United States,Financials,USD
PYR,PYR.TO,.TO,,PyroGenesis Canada Inc.,Stock,Canada,,,,,,Canada,Industrials,USD
PYT,PYT,,,PPLUS Trust Series GSC-2 GSC 2 CT FL RT,Stock,,,,,,,,,USD
PYTCF,PYTCF,,,Playtech plc,Stock,Isle of Man,,,,,,Isle of Man,Consumer Discretionary,USD
PYTCY,PYTCY,,,Playtech plc,Stock,Isle of Man,,,,,,Isle of Man,Consumer Discretionary,USD
PYXS,PYXS,,,Pyxis Oncology Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
PYYX,PYYX,,,"Pyxus International, Inc.",Stock,United States,,,,,,United States,Consumer Staples,USD
PZC,PZC,,,PIMCO California Municipal Income Fund,Stock,United States,,,,,,United States,Financials,USD
PZG,PZG,,,Paramount Gold Nevada Corp.,Stock,United States,,,,,,United States,Materials,USD
PZN,PZN,,,"Pzena Investment Management, Inc",Stock,United States,,,,,,United States,Financials,USD
PZOO,PZOO,,,"Pazoo, Inc.",Stock,United States,,,,,,United States,Health Care,USD
PZRIF,PZRIF.TO,.TO,,Pizza Pizza Royalty Corp.,Stock,Canada,,,,,,Canada,Consumer Discretionary,USD
PZRXQ,PZRXQ,,,"PhaseRx, Inc.",Stock,United States,,,,,,United States,Health Care,USD
PZZA,PZZA,,,"Papa John's International, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
QABSY,QABSY.AX,.AX,,Qantas Airways Limited,Stock,Australia,,,,,,Australia,Industrials,USD
QADA,QADA,,,QAD Inc.,Stock,United States,,,,,,United States,Information Technology,USD
QADB,QADB,,,QAD Inc.,Stock,United States,,,,,,United States,Information Technology,USD
QADRU,QADRU,,,QDRO Acquisition Corp. Units,Stock,United States,,,,,,United States,Financials,USD
QBAK,QBAK,,,Qualstar Corporation,Stock,United States,,,,,,United States,Industrials,USD
QBAN,QBAN,,,"Telco Cuba, Inc.",Stock,United States,,,,,,United States,Communication Services,USD
QBCAF,QBCAF.TO,.TO,,Quebecor Inc.,Stock,Canada,,,,,,Canada,Communication Services,USD
QBCRF,QBCRF.TO,.TO,,Quebecor Inc.,Stock,Canada,,,,,,Canada,Communication Services,USD
QBEIF,QBEIF.AX,.AX,,QBE Insurance Group Limited,Stock,Australia,,,,,,Australia,Financials,USD
QBIEY,QBIEY.AX,.AX,,QBE Insurance Group Limited,Stock,Australia,,,,,,Australia,Financials,USD
QBIO,QBIO,,,Q BioMed Inc.,Stock,United States,,,,,,United States,Health Care,USD
QBTS,QBTS,,,D-Wave Quantum Inc. Common Shares,Stock,,,,,,,,Information Technology,USD
QCAAF,QCAAF.TO,.TO,,Quinsam Capital Corporation,Stock,Canada,,,,,,Canada,Financials,USD
QCCO,QCCO,,,"QC Holdings, Inc.",Stock,United States,,,,,,United States,Financials,USD
QCCUF,QCCUF.TO,.TO,,QC Copper and Gold Inc.,Stock,Canada,,,,,,Canada,Materials,USD
QCKSF,QCKSF.AX,.AX,,Quickstep Holdings Limited,Stock,Australia,,,,,,Australia,Industrials,USD
QCLS,QCLS,,,Q/C Technologies Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
QCLSF,QCLSF.DE,.DE,,Global PVQ SE,Stock,Germany,,,,,,Germany,Information Technology,USD
QCOM,QCOM,,,QUALCOMM Incorporated,Stock,United States,,,,,,United States,Information Technology,USD
QCPC,QCPC.TO,.TO,,Quantex Capital Corporation,Stock,Canada,,,,,,Canada,Industrials,USD
QCRH,QCRH,,,"QCR Holdings, Inc.",Stock,United States,,,,,,United States,Financials,USD
QCXGF,QCXGF.TO,.TO,,QcX Gold Corp.,Stock,Canada,,,,,,Canada,Materials,USD
QD,QD.SS,.SS,,Qudian Inc.,Stock,China,,,,,,China,Financials,USD
QDEL,QDEL,,,Quidel Corporation,Stock,United States,,,,,,United States,Health Care,USD
QDLC,QDLC,,,Quadlogic Controls Corporation,Stock,United States,,,,,,United States,Information Technology,USD
QDMI,QDMI.SS,.SS,,QDM International Inc.,Stock,China,,,,,,China,Health Care,USD
QDRO,QDRO,,,Quadro Acquisition One Corp. Class A Ordinary Shares,Stock,United States,,,,,,United States,Financials,USD
QDROF,QDROF.TO,.TO,,Quadro Resources Ltd.,Stock,Canada,,,,,,Canada,Materials,USD
QDROU,QDROU,,,Quadro Acquisition One Corp. Unit,Stock,United States,,,,,,United States,Financials,USD
QDROW,QDROW,,,Quadro Acquisition One Corp.  Warrant,Stock,United States,,,,,,United States,Financials,USD
QDRSF,QDRSF.L,.L,,Quadrise Fuels International plc,Stock,United Kingdom,,,,,,United Kingdom,Energy,USD
QEBR,QEBR,,,"Virtual Medical International, Inc.",Stock,United States,,,,,,United States,Health Care,USD
QEDN,QEDN,,,"QED Connect, Inc.",Stock,United States,,,,,,United States,Consumer Staples,USD
QEGY,QEGY,,,"Quantum Energy, Inc.",Stock,United States,,,,,,United States,Energy,USD
QELL,QELL,,,Qell Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
QELLU,QELLU,,,Qell Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
QELLW,QELLW,,,Qell Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
QENC,QENC,,,"Queench, Inc.",Stock,United States,,,,,,United States,Consumer Staples,USD
QEPC,QEPC,,,"Q.E.P. Co., Inc.",Stock,United States,,,,,,United States,Industrials,USD
QETA,QETA,,,Quetta Acquisition Corporation Common Stock,Stock,United States,,,,,,United States,,USD
QETAR,QETAR,,,Quetta Acquisition Corporation Right,Stock,United States,,,,,,United States,,USD
QETAU,QETAU,,,Quetta Acquisition Corporation Unit,Stock,United States,,,,,,United States,,USD
QFIN,QFIN.SS,.SS,,"360 DigiTech, Inc.",Stock,China,,,,,,China,Financials,USD
QFTA,QFTA,,,Quantum FinTech Acquisition Cor,Stock,United States,,,,,,United States,Financials,USD
QGEN,QGEN.AS,.AS,,QIAGEN N.V.,Stock,Netherlands,,,,,,Netherlands,Health Care,USD
QGLDF,QGLDF.TO,.TO,,Q-Gold Resources Ltd.,Stock,Canada,,,,,,Canada,Materials,USD
QGLHF,QGLHF.SS,.SS,,"Qingling Motors Co., Ltd.",Stock,China,,,,,,China,Industrials,USD
QGRSF,QGRSF.TO,.TO,,Q2 Gold Resources Inc.,Stock,Canada,,,,,,Canada,Materials,USD
QGSI,QGSI,,,QuantGate Systems Inc.,Stock,United States,,,,,,United States,Information Technology,USD
QH,QH.SS,.SS,,Quhuo Limited,Stock,China,,,,,,China,Information Technology,USD
QHYG,QHYG,,,QHY Group,Stock,United States,,,,,,United States,Industrials,USD
QIAN,QIAN,,,Qiansui International Group Co. Ltd.,Stock,United States,,,,,,United States,Financials,USD
QIFTF,QIFTF.TO,.TO,,Quorum Information Technologies Inc.,Stock,Canada,,,,,,Canada,Information Technology,USD
QIHCF,QIHCF.SS,.SS,,"Haier Smart Home Co., Ltd.",Stock,China,,,,,,China,Information Technology,USD
QING,QING.SS,.SS,,"Qingdao Footwear, Inc.",Stock,China,,,,,,China,Consumer Discretionary,USD
QIPT,QIPT,,,Quipt Home Medical Corp. Common Shares,Stock,United States,,,,,,United States,Health Care,USD
QIWI,QIWI,,,QIWI plc,Stock,Cyprus,,,,,,Cyprus,Financials,USD
QK,QK.SS,.SS,,Q&K International Group Limited,Stock,China,,,,,,China,Real Estate,USD
QKLS,QKLS.SS,.SS,,QKL Stores Inc.,Stock,China,,,,,,China,Consumer Staples,USD
QLGN,QLGN,,,"Qualigen Therapeutics, Inc.",Stock,United States,,,,,,United States,Health Care,USD
QLI,QLI.SS,.SS,,Qilian International Holding Group Limited,Stock,China,,,,,,China,Health Care,USD
QLIS,QLIS.SS,.SS,,"Qualis Innovations, Inc.",Stock,China,,,,,,China,Financials,USD
QLYS,QLYS,,,"Qualys, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
QMCI,QMCI,,,"QuoteMedia, Inc.",Stock,United States,,,,,,United States,Financials,USD
QMCO,QMCO,,,Quantum Corporation,Stock,United States,,,,,,United States,Information Technology,USD
QMCQF,QMCQF.TO,.TO,,QMC Quantum Minerals Corp,Stock,Canada,,,,,,Canada,Materials,USD
QMDT,QMDT,,,"Quick-Med Technologies, Inc.",Stock,United States,,,,,,United States,Health Care,USD
QMED,QMED,,,"QMed, Inc.",Stock,United States,,,,,,United States,,USD
QMIS,QMIS,,,QMIS Finance Securities Corporation,Stock,United States,,,,,,United States,Financials,USD
QMMM,QMMM.HK,.HK,,QMMM Holdings Limited Ordinary Shares,Stock,Hong Kong,,,,,,Hong Kong,Real Estate,USD
QNBC,QNBC,,,QNB Corp.,Stock,United States,,,,,,United States,Financials,USD
QNC,QNC,,,Quantum eMotion Corp. Common Shares,Stock,,,,,,,,,USD
QNCCF,QNCCF.TO,.TO,,Quantum Numbers Corp.,Stock,Canada,,,,,,Canada,Information Technology,USD
QNCX,QNCX,,,Quince Therapeutics Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
QNRX,QNRX.TA,.TA,,Quoin Pharmaceuticals Ltd. American Depositary Shares,Stock,Israel,,,,,,Israel,Health Care,USD
QNST,QNST,,,"QuinStreet, Inc.",Stock,United States,,,,,,United States,Communication Services,USD
QNTA,QNTA,,,"Quanta, Inc.",Stock,United States,,,,,,United States,Consumer Staples,USD
QNTFF,QNTFF.OL,.OL,,Quantafuel ASA,Stock,Norway,,,,,,Norway,Industrials,USD
QNTM,QNTM.TO,.TO,,Quantum Biopharma Ltd. Class B Subordinate Voting Shares,Stock,Canada,,,,,,Canada,Health Care,USD
QNTO,QNTO,,,"Quaint Oak Bancorp, Inc.",Stock,United States,,,,,,United States,Financials,USD
QNTQF,QNTQF.L,.L,,QinetiQ Group plc,Stock,United Kingdom,,,,,,United Kingdom,Industrials,USD
QNTQY,QNTQY.L,.L,,QinetiQ Group plc,Stock,United Kingdom,,,,,,United Kingdom,Industrials,USD
QNXC,QNXC,,,"QENEX Communications, Inc.",Stock,United States,,,,,,United States,Communication Services,USD
QOIL,QOIL,,,Quest Oil Corporation,Stock,United States,,,,,,United States,Energy,USD
QOMO,QOMO,,,Qomolangma Acquisition Corp. Common Stock,Stock,United States,,,,,,United States,Financials,USD
QOMOR,QOMOR,,,Qomolangma Acquisition Corp. Right,Stock,United States,,,,,,United States,Financials,USD
QOMOU,QOMOU,,,Qomolangma Acquisition Corp. Unit,Stock,United States,,,,,,United States,Financials,USD
QOMOW,QOMOW,,,Qomolangma Acquisition Corp. Warrant,Stock,United States,,,,,,United States,Financials,USD
QOWI,QOWI,,,one,Stock,United States,,,,,,United States,Financials,USD
QPRC,QPRC,,,Quest Patent Research Corporation,Stock,United States,,,,,,United States,Industrials,USD
QPTFF,QPTFF.TO,.TO,,Quest PharmaTech Inc.,Stock,Canada,,,,,,Canada,Health Care,USD
QQQFF,QQQFF.TO,.TO,,Quizam Media Corporation,Stock,Canada,,,,,,Canada,Communication Services,USD
QQQX,QQQX,,,Nuveen Nasdaq 100 Dynamic Overwrite Fund,Stock,United States,,,,,,United States,Financials,USD
QRHC,QRHC,,,Quest Resource Holding Corporation,Stock,United States,,,,,,United States,Industrials,USD
QRMLF,QRMLF.TO,.TO,,Quest Rare Minerals Ltd.,Stock,Canada,,,,,,Canada,Materials,USD
QRNNF,QRNNF.AX,.AX,,Aurizon Holdings Limited,Stock,Australia,,,,,,Australia,Industrials,USD
QRON,QRON,,,Qrons Inc.,Stock,United States,,,,,,United States,Health Care,USD
QRRY,QRRY,,,Quarry City Savings & Loan Association,Stock,United States,,,,,,United States,Financials,USD
QRSM,QRSM,,,"QRS Music Technologies, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
QRTEA,QRTEA,,,"Qurate Retail, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
QRTEB,QRTEB,,,"Qurate Retail, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
QRTEP,QRTEP,,,"Qurate Retail, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
QRVO,QRVO,,,"Qorvo, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
QS,QS,,,QuantumScape Corporation,Stock,United States,,,,,,United States,Consumer Discretionary,USD
QSAM,QSAM,,,"QSAM Biosciences, Inc.",Stock,United States,,,,,,United States,Health Care,USD
QSEA,QSEA,,,Quartzsea Acquisition Corporation Ordinary Shares,Stock,United States,,,,,,United States,Financials,USD
